name,primalbound,cvx_bonmin.obj,cvx_bonmin.load_time,cvx_bonmin.calc_time,cvx_bonmin.solver_time,cvx_bonmin.python_time,cvx_bonmin.iter_nr,cvx_sbmiqp.obj,cvx_sbmiqp.dual_obj,cvx_sbmiqp.load_time,cvx_sbmiqp.calc_time,cvx_sbmiqp.solver_time,cvx_sbmiqp.python_time,cvx_sbmiqp.iter_nr,cvx_sbmiqp.NLP_runs,cvx_sbmiqp.FNLP_runs,cvx_sbmiqp.MIQP_runs,cvx_sbmiqp.MILP_runs,cvx_sbmiqp_ee.obj,cvx_sbmiqp_ee.dual_obj,cvx_sbmiqp_ee.load_time,cvx_sbmiqp_ee.calc_time,cvx_sbmiqp_ee.solver_time,cvx_sbmiqp_ee.python_time,cvx_sbmiqp_ee.iter_nr,cvx_sbmiqp_ee.NLP_runs,cvx_sbmiqp_ee.FNLP_runs,cvx_sbmiqp_ee.MIQP_runs,cvx_sbmiqp_ee.MILP_runs,cvx_shot.obj,cvx_shot.calctime,cvx_shot.nr_milp,cvx_shot.nr_nlp
batch,285506.5082,285506.5082441529,0,0.28131867572665215,0.24392900000000167,0,0,300804.8921397765,300804.8921397765,8.773058652877808e-07,0.4228972848504782,0.279436756,0.4754691757261753,3,4,0,4,1,323742.1273360562,324506.67598252045,9.51811671257019e-07,0.22117234766483307,0.24409744400000002,0.2802537977695465,2,4,0,3,0,285506.91057224385,0.110934329,39,3
batch0812,2687026.784,2687026.7842479367,0,1.3968832744285464,0.5581770000000116,0,0,2836593.013029522,2836593.013029522,0.20506543293595314,1.7862887475639582,0.544976268,1.290338134393096,3,6,0,4,2,2836593.013029522,2863756.982863471,0.18363820388913155,0.5146772116422653,0.540126466,0.7127946130931377,2,4,1,3,0,2705842.8525372744,0.31709796199999996,29,8
batchdes,167427.6571,167427.65711474538,0,0.07231346424669027,0.06137699999999996,0,0,178545.1945508755,178545.1945508755,0.02602200210094452,0.049080315977334976,0.041822,0.04180745966732502,1,2,0,2,1,178545.1945508755,178545.1945508755,0.019048132002353668,0.03741334192454815,0.031457,0.04175510257482529,1,2,0,2,0,167427.73779460439,0.047965545,9,2
clay0203hfsg,41573.26252,41573.26252221283,0,5.881175769492984,1.509586999999963,0,0,41573.2625037516,41363.44751460203,0.10176149941980839,3.7127574868500233,1.117267299,9.047770109027624,8,16,13,7,3,41907.460309547285,41907.460309547285,0.10218709893524647,1.4726914092898369,1.162807084,2.914573598653078,4,14,11,5,0,41573.072310041483,0.274896144,4,3
clay0204hfsg,6545.0,6545.000000000707,0,20.93626103643328,6.393969999998204,0,0,6544.999962872764,6544.96781501024,0.27458792738616467,2.529212409630418,2.2827612360000002,3.7146764174103737,3,15,7,4,1,6544.999962872769,6544.999962762632,0.2700317073613405,2.2445796746760607,2.2222027369999933,3.088021494448185,2,10,5,3,0,6544.9998820007277,1.003186833,4,4
clay0205hfsg,8092.5,8092.500000000955,0,302.9323520520702,98.05686099988861,0,0,8092.499956870352,8092.465934599919,0.6500409580767155,13.477798264473677,14.173279558,4.36554123647511,2,9,0,3,2,8092.499956870159,8092.499956870352,0.6481441371142864,2.6590848118066788,3.447734405,2.46218522451818,1,5,0,2,0,8092.499859901237,3.778141318,4,3
clay0303hfsg,26669.10957,26669.109572486403,0,7.253073371946812,1.9490380000001508,0,0,26669.10955101354,26668.981117853622,0.13068039529025555,4.773943264037371,1.345249647,10.781247738748789,7,24,19,7,3,41709.76921886916,41709.76921886916,0.12866711989045143,1.9657520409673452,1.2769121030000001,3.857750117778778,4,18,16,5,0,26669.092175553928,0.979395187,13,5
clay0304hfsg,40262.38753,40262.38753060858,0,97.51774627715349,28.290127999980584,0,0,40262.38749701275,40245.05099804132,0.32727668434381485,21.933952130377293,4.704796569,54.66134251654148,10,41,33,9,4,40262.38749701294,40262.38749701294,0.31955532543361187,4.2953267358243465,2.6033536269999997,10.720665782690048,5,22,20,6,0,40262.387440997947,4.831015237,9,10
clay0305hfsg,8092.5,8320.0000000009,0,302.7536187181249,101.98047099996293,0,0,8092.4999566980505,8084.980994999845,0.7614214699715376,12.1483906917274,11.643337212,13.736606715247035,3,12,4,4,1,8092.499956870221,8092.499956870221,0.7596976924687624,3.2227642573416233,3.844179794000001,3.0499748773872852,1,5,0,2,0,8092.4998599011451,6.820155356,15,8
cvxnonsep_normcon20,-21.74914736,-21.749147363703806,0,0.032731592655181885,0.038281,0,0,-21.7491473846331,-21.82222547389317,0.027241172268986702,0.02989434264600277,0.025977999999999998,0.03729567304253578,1,2,0,2,0,-21.7491473846331,-21.82222547389317,0.02368623949587345,0.035037774592638016,0.030085,0.043292516842484474,1,2,0,2,0,-21.719247990639417,0.021526086,0,0
cvxnonsep_normcon30,-34.24396574,-34.24396574092516,0,0.05248631536960602,0.09704499999999999,0,0,-34.09190757350222,-34.428749859066556,0.018757736310362816,21.732875771820545,3.6581185279999997,1237.4546230882406,151,302,120,123,30,-33.9875120670215,-34.281348953713525,0.02054298110306263,14.443861091509461,1.5273958060000004,732.2709115706384,130,255,115,131,0,-34.243965742743029,0.028475537,0,1
cvxnonsep_normcon40,-32.62966972,-32.629669716769314,0,0.07080560084432364,0.16576300000000005,0,0,-32.5596697474825,-32.88554272835089,0.03191627562046051,66.28447701223195,13.805283185999999,4478.094195872545,224,605,134,114,111,-32.436652102541586,-32.72391527109604,0.02541283145546913,31.953754886984825,3.453869949999997,2348.3300923518836,202,336,181,203,0,-32.629669718429504,0.033069458,0,1
cvxnonsep_nsig20,80.94929546,80.94929545987223,0,0.04136878065764904,0.04750599999999999,0,0,80.9492946574176,80.81583433225808,0.024514444172382355,0.027789076790213585,0.02255,0.03611981123685837,1,2,0,2,0,80.9492946574176,80.81583433225808,0.015414189547300339,0.03079184703528881,0.025875999999999996,0.03739282302558422,1,2,0,2,0,80.999857231192038,0.085984744,4,4
cvxnonsep_nsig20r,80.94929546,80.9492954596234,0,0.04646598547697067,0.04117,0,0,80.94927862502492,80.81581789826072,0.01920144632458687,0.037217363715171814,0.022412,0.03885488025844097,1,2,0,2,0,80.94927862502492,80.81581789826072,0.020058415830135345,0.03761916048824787,0.021447,0.04087675176560879,1,2,0,2,0,80.989026230704965,0.174943293,4,4
cvxnonsep_nsig30,130.6287126,130.62871264096864,0,0.05923274718225002,0.10607000000000001,0,0,130.65033700034454,130.47997176012416,0.01841052994132042,0.03156796284019947,0.036432,0.04193159565329552,1,2,0,2,0,130.65033700034454,130.47997176012416,0.018247973173856735,0.03254648484289646,0.035438000000000004,0.04255611449480057,1,2,0,2,0,130.960522840875,0.063447467,3,2
cvxnonsep_nsig30r,156.4266874,156.42667285391616,0,0.07904196437448263,0.08656400000000017,0,0,156.4266167111624,156.2343211644331,0.02687850408256054,0.043443309143185616,0.02937,0.044047167524695396,1,2,0,2,0,156.4266167111624,156.2343211644331,0.026616722345352173,0.0416190680116415,0.029101,0.04386766999959946,1,2,0,2,0,156.89468005713294,0.129920212,3,3
cvxnonsep_nsig40,133.9613305,133.96133047158767,0,0.07919127494096756,0.19080800000000006,0,0,133.96132894832803,133.74494901551313,0.026748305186629295,0.03332235850393772,0.049726,0.04613431356847286,1,2,0,2,0,133.96132894832803,133.74494901551313,0.02403891272842884,0.03281119465827942,0.05018299999999999,0.04517952352762222,1,2,0,2,0,134.32617080834663,0.073859026,6,2
cvxnonsep_nsig40r,133.9613305,133.9613304719259,0,0.08142508938908577,0.09649899999999993,0,0,133.96126813632867,133.74488859965595,0.038278039544820786,0.10966240055859089,0.031691,0.10800490528345108,1,2,0,2,0,133.96126813632867,133.74488859965595,0.03549407981336117,0.10828996449708939,0.035744,0.10668622888624668,1,2,0,2,0,134.42248012388035,0.123382733,5,2
cvxnonsep_pcon20,-21.5123012,-21.500522852152997,0,0.038420652970671654,0.048122,0,0,-21.469437905707228,-21.629610239291956,0.028888670727610588,0.03445609100162983,0.036567,0.045657072216272354,1,2,0,2,0,-21.469437905707228,-21.629610239291956,0.02353077568113804,0.032379671931266785,0.031455,0.0449911504983902,1,2,0,2,0,-21.50052287035874,0.040714526,12,1
cvxnonsep_pcon20r,-21.5123012,-21.50052285200933,0,0.03578981477767229,0.041863,0,0,-21.46943786371748,-21.62961019921222,0.02577817067503929,0.0368333887308836,0.028835,0.04045973904430866,1,2,0,2,0,-21.46943786371748,-21.62961019921222,0.023133525624871254,0.036497997120022774,0.027902999999999997,0.04016293212771416,1,2,0,2,0,-21.433368728362172,0.073014204,14,2
enpro48pb,187277.2594,187277.25942219957,0,5.1830393970012665,2.541075000000003,0,0,-inf,FAILED,CRASH,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,-inf,FAILED,CRASH,NAN,NAN,NAN,NAN,NAN,NAN,NAN,NAN,187277.25616536423,0.164159481,13,2
enpro56pb,263428.301,263428.30097276496,0,7.723541612736881,3.4058730000000703,0,0,263428.2966424514,260960.82261324042,6.835907697677612e-07,5.753331273794174,4.14398137,8.49567537382245,4,10,0,5,1,269933.0657796926,269933.0657796926,7.040798664093018e-07,1.8448323756456375,2.1340281180000003,2.3770644403994083,2,6,1,3,0,263428.2956682251,0.398923545,16,7
ex1223,4.579582402,4.579582402486655,0,0.05165221355855465,0.041718000000000005,0,0,4.579582373600571,4.579582373600571,0.026824088767170906,0.2613142728805542,0.141951,0.5395280495285988,5,11,0,6,4,4.579582373600571,5.711850069441182,0.027019206434488297,0.059549903497099876,0.037865,0.08162842318415642,2,4,0,3,0,4.5795824024367082,0.014877412,2,0
ex1223b,4.579582402,4.5795824024866585,0,0.04498013202100992,0.030333999999999972,0,0,4.57958237379399,4.57958237379399,0.01816696859896183,0.2380706761032343,0.121534,0.49161263182759285,5,11,0,6,4,4.57958237379399,5.711852820055359,0.011561941355466843,0.040225863456726074,0.042863,0.04110209085047245,1,3,0,2,0,4.579635269139426,0.01396059,2,0
fac1,160912612.4,160912612.35017818,0,0.02561672404408455,0.024391000000000003,0,0,160912612.2935292,160912612.2935292,0.015096873044967651,1.543211255222559,0.9623480000003101,1.550430852919817,1,3,1,2,1,160912612.2935292,160912612.2935292,0.017135336995124817,1.4763816203922033,0.9862190000007306,1.4875283613801003,1,3,1,2,0,160912612.350169,0.04148756000000001,24,1
fac2,331837498.2,331837498.1767665,0,0.4962905431166291,0.27027100000000637,0,0,331837497.8380618,329739765.28796196,0.030965955927968025,0.07308492995798588,0.13484300000000002,0.0859038233757019,1,2,0,2,1,331837497.8380618,331837497.8380618,0.03786297328770161,0.06618705950677395,0.11717999999999999,0.0884869210422039,1,2,0,2,0,331837498.17677003,0.07942441900000001,22,1
flay02h,37.94733192,37.9473319221309,0,0.07799425441771746,0.08127700000000002,0,0,37.94733186289341,37.94733188293823,0.0357833206653595,0.18930519931018353,0.10625199999999999,0.14765970595180988,2,4,0,3,1,37.94733186289341,37.94733188293823,0.04384400323033333,0.1566723007708788,0.10153498,0.17730076797306538,2,4,0,3,0,37.947317409314628,0.06430427600000001,7,3
flay02m,37.94733192,37.947331922051006,0,0.03858498949557543,0.021791999999999992,0,0,37.947331824571066,37.947331804570084,0.019138334318995476,0.07846831157803535,0.051227999999999996,0.09399785287678242,2,4,0,3,1,37.947331824571066,37.947331804570084,0.020199231803417206,0.06308513879776001,0.041079,0.092743881046772,2,4,0,3,0,37.947304294012142,0.050234464,7,3
flay03h,48.98979486,48.98979485582156,0,1.2379832984879613,0.322084999999993,0,0,48.989794834034115,48.826456237815236,0.1046014092862606,3.144443703815341,1.104431362,5.687598222866654,6,18,0,5,3,48.9897948403279,48.98979487314513,0.10318025760352612,0.3993997387588024,0.5741732989999999,0.5093561224639416,2,7,0,3,0,48.989662935929339,0.26374773,15,8
flay03m,48.98979486,48.989794855791104,0,0.3108193213120103,0.09014100000000154,0,0,48.98979473356545,48.82649386029541,0.02640480361878872,0.6316505912691355,0.5282467099999999,1.633582254871726,6,18,0,5,3,48.98979474823521,48.98979470823197,0.019301878288388252,0.1157990675419569,0.181776,0.1446944922208786,2,5,0,3,0,48.989777079530882,0.232063929,22,8
flay04h,54.40588204,54.4058820351743,0,45.07800706382841,14.075948999990715,0,0,54.40588203956764,53.947745209269165,0.352599561214447,8.452988909557462,6.097597342,16.306585093960166,6,23,0,6,4,54.4166667054779,54.41666667870853,0.35939711332321167,1.1230211667716503,1.4107219610000001,1.3758008647710085,2,8,0,3,0,54.405861658716383,1.33721703,6,15
flay04m,54.40588203,54.4058820351097,0,7.298294892534614,1.3225830000003054,0,0,54.405881917526,54.17143279333906,0.04034806042909622,3.527017029002309,2.698822002999999,12.867929600179195,9,39,0,7,5,54.405881916095026,54.4058818952045,0.03935719281435013,0.4221821427345276,0.8507395049999998,0.5193548463284969,2,10,0,3,0,54.405858510937541,0.701405864,14,19
flay05h,64.49806199,64.49806198673096,0,303.8319601668045,102.91121499992845,0,0,64.49806203534135,64.20530935786616,0.9156311023980379,216.24043389596045,189.06929716300004,650.5476298350841,11,48,0,8,6,64.49806206402187,64.4980620272829,0.8912875764071941,3.103698533028364,3.404153944,1.9656465519219637,2,9,0,3,0,64.49782653292003,93.375559827,8,88
flay05m,64.49806199,64.49806198661507,0,307.0376608222723,67.1560829997847,0,0,64.49806185663635,64.20203809017518,0.05863218382000923,59.24117601849139,56.77904109599999,183.03023750334978,11,53,0,8,6,64.49806177897882,64.49806185899081,0.0499598253518343,0.6486283596605062,1.05272418,0.5542299579828978,2,9,0,3,0,64.498061758129978,299.999909774,122,20
flay06h,66.93280212,66.93280212296862,0,302.91506929229945,95.05070999987986,0,0,66.93280221810777,65.30002269027966,2.1720161084085703,411.51385139487684,406.87184156300003,618.7047441191971,6,26,0,5,3,66.93280217977812,66.93280232578522,2.0792153645306826,13.378931591287255,13.632513879000001,8.944559317082167,2,9,0,3,0,66.932801042600545,299.999436409,17,7
flay06m,66.93280212,66.93280212297259,0,306.1523004276678,62.66995899965592,0,0,66.93280199569921,65.96768155635193,0.10333355329930782,387.63554948568344,385.42878175400006,513.3399174362421,8,39,0,6,4,66.9328018852667,66.93280199748492,0.0873823668807745,8.650354454293847,8.84688001,3.349158676341176,2,11,0,3,0,66.932801899240872,299.999872485,21,19
fo7,20.72982507,34.778091737680015,0,303.593634323217,95.75846400007765,0,0,20.729824722996966,20.729256118957718,0.17342987470328808,132.18564071319997,126.143802115,111.56028086133301,5,23,15,6,4,20.729824746608614,20.729824746608614,0.16326232068240643,6.872270843014121,6.243263035999999,13.782630173489451,3,15,13,4,0,20.729814312203661,19.505519859,6,4
fo7_2,17.74934573,36.28433228889465,0,303.6747903348878,95.60063700002672,0,0,17.74934543131672,17.747549731513615,0.18494408950209618,55.77641638740897,48.67339998999999,59.38401070050895,6,20,11,6,4,17.749345444272787,17.749345444272787,0.16463370062410831,3.0413447245955467,3.5383382390000007,2.7338044103235006,1,6,3,2,0,17.749258882483975,11.568654076000001,8,5
fo7_ar25_1,23.0935676,-inf,FAILED,"Objective value wrong, with error 1e+50
Lbx > x* for indices:
[[ 0  0]
 [ 1  0]
 [ 2  0]
 [ 3  0]
 [ 4  0]
 [ 5  0]
 [ 6  0]
 [ 7  0]
 [ 8  0]
 [ 9  0]
 [10  0]
 [11  0]
 [12  0]
 [13  0]]
Ubg < g(x*,p) - tol:
[       inf        inf        inf        inf        inf        inf
        inf        inf        inf        inf        inf        inf
        inf        inf 1.99999999 1.99999999 1.99999999 1.99999999
 1.99999999 1.99999999 1.99999999 1.99999999 1.99999999 1.99999999
 1.99999999 1.99999999 1.99999999 1.99999999]
for indices:
(array([ 0,  1,  2,  3,  4,  5,  6,  7,  8,  9, 10, 11, 12, 13, 59, 60, 61,
       62, 63, 64, 65, 66, 67, 68, 69, 70, 71, 72]),)",NAN,NAN,NAN,23.093567311312718,22.944709881506554,0.22343665175139904,32.587319653481245,26.871267346,54.17900154925883,5,15,9,6,2,23.122502270867862,23.122502270867862,0.20270886458456516,4.133746946230531,4.560846681,3.888135276734829,1,6,4,2,0,23.09356719166291,22.850342783000002,10,7
fo7_ar2_1,24.83984707,-inf,FAILED,"Error in Function::call for 'minlp' [BonminInterface] at .../casadi/core/function.cpp:1432:
Error in Function::call for 'minlp' [BonminInterface] at .../casadi/core/function.cpp:361:
.../casadi/interfaces/bonmin/bonmin_interface.cpp:477: Uncaught error in Bonmin",NAN,NAN,NAN,24.839846435864807,24.82149587500142,0.2075423877686262,22.70632498525083,20.943593305,13.616490172222257,3,12,6,4,1,25.105821631847178,25.10582163456536,0.20469700917601585,6.195733839645982,6.011477608,7.975820438936353,2,11,8,3,0,24.839844332131552,40.0338943,3,5
fo7_ar3_1,22.51747101,-inf,FAILED,"Objective value wrong, with error 1e+50
Lbx > x* for indices:
[[ 0  0]
 [ 1  0]
 [ 2  0]
 [ 3  0]
 [ 4  0]
 [ 5  0]
 [ 6  0]
 [ 7  0]
 [ 8  0]
 [ 9  0]
 [10  0]
 [11  0]
 [12  0]
 [13  0]]
Ubg < g(x*,p) - tol:
[       inf        inf        inf        inf        inf        inf
        inf        inf        inf        inf        inf        inf
        inf        inf 1.99999999 1.99999999 1.99999999 1.99999999
 1.99999999 1.99999999 1.99999999 1.99999999 1.99999999 1.99999999
 1.99999999 1.99999999 1.99999999 1.99999999]
for indices:
(array([ 0,  1,  2,  3,  4,  5,  6,  7,  8,  9, 10, 11, 12, 13, 59, 60, 61,
       62, 63, 64, 65, 66, 67, 68, 69, 70, 71, 72]),)",NAN,NAN,NAN,22.517470522346898,22.517470522346898,0.20820322446525097,67.96510569751263,60.596349974000006,87.25087140873075,5,20,5,6,4,22.51747053600675,22.51747052363853,0.1966782957315445,5.343268323689699,5.699418465000002,5.093239843845367,1,6,2,2,0,22.517454775285916,24.493246135000003,11,4
fo7_ar4_1,20.72982507,-inf,FAILED,"Objective value wrong, with error 1e+50
Lbx > x* for indices:
[[ 0  0]
 [ 1  0]
 [ 2  0]
 [ 3  0]
 [ 4  0]
 [ 5  0]
 [ 6  0]
 [ 7  0]
 [ 8  0]
 [ 9  0]
 [10  0]
 [11  0]
 [12  0]
 [13  0]]
Ubg < g(x*,p) - tol:
[       inf        inf        inf        inf        inf        inf
        inf        inf        inf        inf        inf        inf
        inf        inf 1.99999999 1.99999999 1.99999999 1.99999999
 1.99999999 1.99999999 1.99999999 1.99999999 1.99999999 1.99999999
 1.99999999 1.99999999 1.99999999 1.99999999]
for indices:
(array([ 0,  1,  2,  3,  4,  5,  6,  7,  8,  9, 10, 11, 12, 13, 59, 60, 61,
       62, 63, 64, 65, 66, 67, 68, 69, 70, 71, 72]),)",NAN,NAN,NAN,20.72982469099744,20.729133989780006,0.21027648635208607,53.38868406787515,47.706031751000005,66.88469885103405,5,16,9,5,3,22.39245843449524,22.39245843449524,0.19756878353655338,6.802733190357685,7.187486856000001,6.5590906124562025,1,6,3,2,0,20.729821810873684,48.393667491,5,11
fo7_ar5_1,17.74932941,-inf,FAILED,"Objective value wrong, with error 1e+50
Lbx > x* for indices:
[[ 0  0]
 [ 1  0]
 [ 2  0]
 [ 3  0]
 [ 4  0]
 [ 5  0]
 [ 6  0]
 [ 7  0]
 [ 8  0]
 [ 9  0]
 [10  0]
 [11  0]
 [12  0]
 [13  0]]
Ubg < g(x*,p) - tol:
[       inf        inf        inf        inf        inf        inf
        inf        inf        inf        inf        inf        inf
        inf        inf 1.99999999 1.99999999 1.99999999 1.99999999
 1.99999999 1.99999999 1.99999999 1.99999999 1.99999999 1.99999999
 1.99999999 1.99999999 1.99999999 1.99999999]
for indices:
(array([ 0,  1,  2,  3,  4,  5,  6,  7,  8,  9, 10, 11, 12, 13, 59, 60, 61,
       62, 63, 64, 65, 66, 67, 68, 69, 70, 71, 72]),)",NAN,NAN,NAN,17.749329045518934,17.749322135067768,0.21059902012348175,26.15006066672504,23.744008432999998,15.23370129428804,3,9,1,4,2,17.74932903205996,17.749329045518934,0.19703074358403683,5.701958449557424,5.9513430000000005,5.439932473003864,1,6,0,2,0,17.749327769478516,19.119790433,12,4
fo8,22.38189652,47.798855326571505,0,303.3999510779977,116.67025353599736,0,0,22.381896348416383,22.381896235877353,0.2696465440094471,216.1955136694014,208.90815249399998,118.47466138377786,5,19,12,5,3,23.91005328187738,23.91005328187738,0.25614250637590885,10.188774861395359,10.518619197000001,9.59290686249733,1,6,2,2,0,22.381893669451163,116.39667083699999,7,9
fo8_ar25_1,28.0451814,-inf,FAILED,"Objective value wrong, with error 1e+50
Lbx > x* for indices:
[[ 0  0]
 [ 1  0]
 [ 2  0]
 [ 3  0]
 [ 4  0]
 [ 5  0]
 [ 6  0]
 [ 7  0]
 [ 8  0]
 [ 9  0]
 [10  0]
 [11  0]
 [12  0]
 [13  0]
 [14  0]
 [15  0]]
Ubg < g(x*,p) - tol:
[       inf        inf        inf        inf        inf        inf
        inf        inf        inf        inf        inf        inf
        inf        inf        inf        inf 1.99999999 1.99999999
 1.99999999 1.99999999 1.99999999 1.99999999 1.99999999 1.99999999
 1.99999999 1.99999999 1.99999999 1.99999999 1.99999999 1.99999999
 1.99999999 1.99999999]
for indices:
(array([ 0,  1,  2,  3,  4,  5,  6,  7,  8,  9, 10, 11, 12, 13, 14, 15, 75,
       76, 77, 78, 79, 80, 81, 82, 83, 84, 85, 86, 87, 88, 89, 90]),)",NAN,NAN,NAN,28.04518124622732,28.044864865909016,0.3397723063826561,220.09899271838367,213.24088490300002,188.7307791672647,4,17,9,5,2,28.045181232991617,28.045181232991617,0.3236934654414654,90.82971134781837,87.828255249,187.0132507365197,4,20,17,5,0,28.045180832528047,220.73555299999998,11,19
fo8_ar2_1,30.34061042,-inf,FAILED,"Objective value wrong, with error 1e+50
Lbx > x* for indices:
[[ 0  0]
 [ 1  0]
 [ 2  0]
 [ 3  0]
 [ 4  0]
 [ 5  0]
 [ 6  0]
 [ 7  0]
 [ 8  0]
 [ 9  0]
 [10  0]
 [11  0]
 [12  0]
 [13  0]
 [14  0]
 [15  0]]
Ubg < g(x*,p) - tol:
[       inf        inf        inf        inf        inf        inf
        inf        inf        inf        inf        inf        inf
        inf        inf        inf        inf 1.99999999 1.99999999
 1.99999999 1.99999999 1.99999999 1.99999999 1.99999999 1.99999999
 1.99999999 1.99999999 1.99999999 1.99999999 1.99999999 1.99999999
 1.99999999 1.99999999]
for indices:
(array([ 0,  1,  2,  3,  4,  5,  6,  7,  8,  9, 10, 11, 12, 13, 14, 15, 75,
       76, 77, 78, 79, 80, 81, 82, 83, 84, 85, 86, 87, 88, 89, 90]),)",NAN,NAN,NAN,30.34061005981416,30.34012589758794,0.34109362587332726,187.2389818560332,180.535324155,201.0697833187878,4,13,3,5,2,30.804159503700415,30.804159507905574,0.32959455251693726,14.46345130354166,15.094558988,14.355459250509739,1,6,2,2,0,30.34060783078634,165.168253914,3,13
fo8_ar3_1,23.91005347,-inf,FAILED,"Objective value wrong, with error 1e+50
Lbx > x* for indices:
[[ 0  0]
 [ 1  0]
 [ 2  0]
 [ 3  0]
 [ 4  0]
 [ 5  0]
 [ 6  0]
 [ 7  0]
 [ 8  0]
 [ 9  0]
 [10  0]
 [11  0]
 [12  0]
 [13  0]
 [14  0]
 [15  0]]
Ubg < g(x*,p) - tol:
[       inf        inf        inf        inf        inf        inf
        inf        inf        inf        inf        inf        inf
        inf        inf        inf        inf 1.99999999 1.99999999
 1.99999999 1.99999999 1.99999999 1.99999999 1.99999999 1.99999999
 1.99999999 1.99999999 1.99999999 1.99999999 1.99999999 1.99999999
 1.99999999 1.99999999]
for indices:
(array([ 0,  1,  2,  3,  4,  5,  6,  7,  8,  9, 10, 11, 12, 13, 14, 15, 75,
       76, 77, 78, 79, 80, 81, 82, 83, 84, 85, 86, 87, 88, 89, 90]),)",NAN,NAN,NAN,23.910053338975196,23.90625361832827,0.34024194069206715,38.062251223251224,34.881318676,33.007039902731776,3,11,9,4,1,23.9100533546735,23.9100533546735,0.3251077253371477,20.0414370726794,20.517684117,19.935847541317344,1,6,1,2,0,23.910051578933796,88.063650117,14,17
