name,primalbound,dualbound,objsense,noncvx_old.obj,noncvx_old.dual_obj,noncvx_old.load_time,noncvx_old.calc_time,noncvx_old.iter_nr,noncvx_old.NLP_runs,noncvx_old.FNLP_runs,noncvx_old.MIQP_runs,noncvx_old.MILP_runs,noncvx_new.obj,noncvx_new.dual_obj,noncvx_new.load_time,noncvx_new.calc_time,noncvx_new.solver_time,noncvx_new.python_time,noncvx_new.iter_nr,noncvx_new.NLP_runs,noncvx_new.FNLP_runs,noncvx_new.MIQP_runs,noncvx_new.MILP_runs
4stufen,116329.6706,112657.2579,min,inf,inf,,,,,,,,inf,inf,,,,,,,,,
autocorr_bern20-05,-416.0,-416.0,min,-384.0000000074941,-384.0000050873999,0.18092649430036545,0.0531775569543242,2.0,2.0,0.0,2.0,0.0,-384.0000000074941,-384.0000000074941,0.10143049899488688,0.0399759905412793,0.0204785047098994,0.0194974858313798,2.0,2.0,0.0,2.0,1.0
autocorr_bern20-10,-2936.0,-2936.0,min,-2928.0000000074942,-2928.0000000074942,1.0320004280656576,0.5179149340838194,2.0,2.0,0.0,2.0,1.0,-2928.0000000074942,-2928.0000223598877,0.6028613317757845,0.2069929782301187,0.1894994918256998,0.0174934864044189,2.0,2.0,0.0,2.0,0.0
autocorr_bern20-15,-5960.0,-5960.0,min,-5820.000000007494,-5820.000000007494,2.124403405934572,0.9194559259340168,2.0,2.0,0.0,2.0,1.0,-5820.000000007494,-5820.000000007494,1.2770332377403975,0.4384409999474883,0.4094865219667554,0.0289544779807329,2.0,2.0,0.0,2.0,1.0
autocorr_bern25-06,-960.0,-960.0,min,-944.000000007494,-944.0000140323708,0.5739526180550456,0.1934992354363203,2.0,2.0,0.0,2.0,0.0,-944.000000007494,-944.0000000074941,0.33272772934287786,0.0779213849455118,0.0598320756107568,0.0180893093347549,2.0,2.0,0.0,2.0,1.0
autocorr_bern25-13,-8148.0,-8148.000008,min,-7992.000000007494,-7992.000040584548,2.5743404868990183,0.7162924101576209,2.0,2.0,0.0,2.0,0.0,-7992.000000007494,-7992.000000007494,1.5594788556918502,0.3647350277751684,0.3319171005859971,0.0328179271891713,2.0,2.0,0.0,2.0,1.0
autocorr_bern25-19,-14644.0,-14644.0,min,-14476.000000007494,-14476.000054584745,5.036990509368479,1.9632610976696012,2.0,2.0,0.0,2.0,0.0,-14476.000000007494,-14476.000054584745,3.10049507021904,0.8966504652053118,0.8608101159334183,0.0358403492718935,2.0,2.0,0.0,2.0,0.0
autocorr_bern25-25,-10664.0,-10664.0,min,-10544.000000007494,-10544.000000007494,7.009035944007337,2.0728175453841686,2.0,2.0,0.0,2.0,1.0,-10544.000000007494,-10544.000000007494,4.097250466234982,0.9820768497884274,0.9291378315538168,0.0529390182346105,2.0,2.0,0.0,2.0,1.0
autocorr_bern30-04,-324.0,-324.0,min,-320.0000000074941,-320.0000080923262,0.6832731133326888,0.074460744857788,2.0,2.0,0.0,2.0,0.0,-320.0000000074941,-320.0000080923262,0.4245786666870117,0.0515699172392487,0.0307015618309378,0.0208683554083108,2.0,2.0,0.0,2.0,0.0
autocorr_bern30-08,-2952.0,-2952.000003,min,-2904.0000000074942,-2904.0000236123174,1.1876121973618865,0.5220899935811758,2.0,2.0,0.0,2.0,0.0,-2904.0000000074942,-2904.0000000074942,0.7084670960903168,0.2038882244378328,0.1820765379816293,0.0218116864562034,2.0,2.0,0.0,2.0,1.0
autocorr_bern30-15,-15744.0,-17778.0,min,-15424.000000007494,-15424.000000007494,4.891997334547341,1.703078716993332,2.0,2.0,0.0,2.0,1.0,-15424.000000007494,-15424.000000007494,2.863559058867395,0.8207053244113922,0.7782332580536604,0.0424720663577318,2.0,2.0,0.0,2.0,1.0
autocorr_bern30-23,-30460.0,-46768.0,min,-30272.00000000749,-30272.000000007494,6.621435901150107,1.789431033656001,2.0,2.0,0.0,2.0,1.0,-30272.00000000749,-30272.000000007494,6.176481722854078,1.7344303596764803,1.6679869163781404,0.0664434432983398,2.0,2.0,0.0,2.0,1.0
autocorr_bern30-30,-22888.0,-37192.0,min,-22512.00000000749,-22512.000133532823,8.189383479766548,1.8255352349951863,2.0,2.0,0.0,2.0,0.0,-22512.00000000749,-22512.000133532823,8.187670582905412,1.7974214255809784,1.7328991200774908,0.0645223055034875,2.0,2.0,0.0,2.0,0.0
autocorr_bern35-04,-384.0,-384.0,min,-368.0000000074941,-368.0000082990913,0.6620261501520872,0.0392466112971305,2.0,2.0,0.0,2.0,0.0,-368.0000000074941,-368.0000000074941,0.6972052464261651,0.0481718545779585,0.031105026602745,0.0170668279752135,2.0,2.0,0.0,2.0,1.0
autocorr_bern35-09,-5108.0,-5108.000001,min,-5080.000000007494,-5080.000040562266,1.0712338462471962,0.3926045149564743,2.0,2.0,0.0,2.0,0.0,-5080.000000007494,-5080.000040562266,1.117881378158927,0.4356293119490146,0.413288683630526,0.0223406283184885,2.0,2.0,0.0,2.0,0.0
autocorr_bern35-18,-31168.0,-36464.0,min,-30936.00000000749,-30936.000000007494,9.232398207299411,5.230969856493175,2.0,2.0,0.0,2.0,1.0,-30936.00000000749,-30936.000116458334,5.625517563894391,2.416554145514965,2.362830705009401,0.0537234405055642,2.0,2.0,0.0,2.0,0.0
autocorr_bern35-26,-55288.0,-83272.25588,min,-55072.00000000749,-55072.000000007494,17.495168091729283,5.407592546194792,2.0,2.0,0.0,2.0,1.0,-55072.00000000749,-55072.000000007494,10.799177342094481,2.6641312912106514,2.565375987440348,0.0987553037703037,2.0,2.0,0.0,2.0,1.0
autocorr_bern35-35fix,-41068.0,-183683.0,min,-40512.00000000749,-40512.00023919946,23.690706884488463,7.555744220502675,2.0,2.0,0.0,2.0,0.0,-40512.00000000749,-40512.00023919946,14.654355689883232,3.713910831138492,3.612079189158976,0.1018316419795155,2.0,2.0,0.0,2.0,0.0
autocorr_bern40-05,-936.0,-936.0000019,min,-896.0000000074941,-896.0000153363643,1.953479909338057,0.1713549401611089,2.0,2.0,0.0,2.0,0.0,-896.0000000074941,-896.0000000074941,1.171814264729619,0.0644327029585838,0.0458888486027717,0.018543854355812,2.0,2.0,0.0,2.0,1.0
autocorr_bern40-10,-8248.0,-9348.448185,min,-8144.000000007494,-8144.000000007494,3.0861842427402735,0.6857664827257395,2.0,2.0,0.0,2.0,1.0,-8144.000000007494,-8144.000000007494,1.7213999694213271,0.2895342679694295,0.2589424923062324,0.030591775663197,2.0,2.0,0.0,2.0,1.0
autocorr_bern40-20,-50576.0,-69964.01329,min,-50240.00000000749,-50240.00018630719,14.492283521220088,3.0348300049081445,2.0,2.0,0.0,2.0,0.0,-50240.00000000749,-50240.00018630719,8.92702121566981,2.195962092839181,2.126113834790885,0.0698482580482959,2.0,2.0,0.0,2.0,0.0
autocorr_bern40-30,-94992.0,-223432.0603,min,-94520.0000000075,-94520.0000000075,18.09128633979708,4.025562125258148,2.0,2.0,0.0,2.0,1.0,-94520.0000000075,-94520.0000000075,17.999628273770213,4.115472454577684,3.968789553269744,0.1466829013079404,2.0,2.0,0.0,2.0,1.0
autocorr_bern40-40,-68064.0,-213475.0,min,-67392.0000000075,-67392.0000000075,29.66699447017163,9.542541567236183,2.0,2.0,0.0,2.0,1.0,-67392.0000000075,-67392.0000000075,24.561405380256474,4.664504935033619,4.492343679070473,0.1721612559631467,2.0,2.0,0.0,2.0,1.0
autocorr_bern45-05,-1068.0,-1068.0,min,-1024.000000007494,-1024.0000191722534,2.831343707628548,0.1840769574046135,2.0,2.0,0.0,2.0,0.0,-1024.000000007494,-1024.0000191722534,1.8517811773344874,0.078414836898446,0.0619400264695286,0.0164748104289174,2.0,2.0,0.0,2.0,0.0
autocorr_bern45-11,-12748.0,-17147.02857,min,-12520.000000007494,-12520.000000007494,4.407463626936078,1.3931845463812351,2.0,2.0,0.0,2.0,1.0,-12520.000000007494,-12520.000000007494,2.7093104645609856,0.6525099296122789,0.612924374639988,0.0395855549722909,2.0,2.0,0.0,2.0,1.0
autocorr_bern45-23,-85504.0,-185212.7554,min,-84712.0000000075,-84712.0000000075,23.312826133333147,7.257720845751464,2.0,2.0,0.0,2.0,1.0,-84712.0000000075,-84712.0000000075,14.632282766513526,3.788526386022568,3.665112894028425,0.1234134919941425,2.0,2.0,0.0,2.0,1.0
autocorr_bern45-34,-152784.0,-558042.9537,min,-152304.00000000748,-152304.00040051757,44.89882877934724,8.625882517546415,2.0,2.0,0.0,2.0,0.0,-152304.00000000748,-152304.00040051757,28.588610540144145,6.685342889279127,6.503676219843328,0.1816666694357991,2.0,2.0,0.0,2.0,0.0
autocorr_bern45-45,-112916.0,-499337.0,min,-112004.0000000075,-112004.00063365376,48.91794668696821,8.05167592316866,2.0,2.0,0.0,2.0,0.0,-112004.0000000075,-112004.00063365376,38.091717722825706,7.021726096048951,6.816169168800116,0.2055569272488355,2.0,2.0,0.0,2.0,0.0
autocorr_bern50-06,-2160.0,-2560.0,min,-2064.0000000074942,-2064.000024127285,3.29112402535975,0.1644288897514343,2.0,2.0,0.0,2.0,0.0,-2064.0000000074942,-2064.000024127285,2.88173446431756,0.1450787857174873,0.1257611233741045,0.0193176623433828,2.0,2.0,0.0,2.0,0.0
autocorr_bern50-13,-23792.0,-41017.50757,min,-23564.00000000749,-23564.000000007494,5.003048459067941,1.690869155339897,2.0,2.0,0.0,2.0,1.0,-23564.00000000749,-23564.000000007494,4.878076135180891,1.4347961600869894,1.378188081085682,0.0566080790013074,2.0,2.0,0.0,2.0,1.0
autocorr_bern50-25,-125104.0,-415269.219,min,-124268.0000000075,-124268.0000000075,21.792314029298723,4.796949188224971,2.0,2.0,0.0,2.0,1.0,-124268.0000000075,-124268.0000000075,21.13985612988472,4.280957506969571,4.11711398512125,0.1638435218483209,2.0,2.0,0.0,2.0,1.0
autocorr_bern50-38,-232976.0,-1215757.0,min,-232360.00000000748,-232360.00000000748,43.691531877964735,17.52350210957229,2.0,2.0,0.0,2.0,1.0,-232360.00000000748,-232360.00051332288,43.398214511573315,10.63698219601065,10.387644267641008,0.2493379283696413,2.0,2.0,0.0,2.0,0.0
autocorr_bern50-50,-168224.0,-930389.0,min,-166680.00000000748,-166680.00000000748,87.47221173811704,11.552102004177868,2.0,2.0,0.0,2.0,1.0,-166680.00000000748,-166680.00000000748,57.03793440852314,10.369604147039354,10.044394237920642,0.3252099091187119,2.0,2.0,0.0,2.0,1.0
autocorr_bern55-06,-2400.0,-3293.467491,min,-2304.0000000074942,-2304.0000000074942,4.093258143402636,0.2349768141284585,2.0,2.0,0.0,2.0,1.0,-2304.0000000074942,-2304.0000000074942,4.184981394559145,0.2607745733112097,0.2352703539654612,0.0255042193457484,2.0,2.0,0.0,2.0,1.0
autocorr_bern55-14,-33272.0,-64287.88098,min,-32792.000000007494,-32792.00016595195,6.6599991684779525,1.719185103662312,2.0,2.0,0.0,2.0,0.0,-32792.000000007494,-32792.00016595195,6.904203463345766,1.7529386589303613,1.6898570023477075,0.0630816565826535,2.0,2.0,0.0,2.0,0.0
autocorr_bern55-28,-191032.0,-700082.4083,min,-189396.00000000748,-189396.00000000748,32.356403548270464,8.938564763404429,2.0,2.0,0.0,2.0,1.0,-189396.00000000748,-189396.00000000748,31.546655296348035,8.218756242655218,7.982923905365169,0.2358323372900486,2.0,2.0,0.0,2.0,1.0
autocorr_bern55-41,-337388.0,-1930109.0,min,-337056.0000000075,-337056.0000000075,62.87761837337166,15.03037535212934,2.0,2.0,0.0,2.0,1.0,-337056.0000000075,-337056.0000000075,61.58600707631558,13.137627994641662,12.754290343262255,0.3833376513794064,2.0,2.0,0.0,2.0,1.0
autocorr_bern55-55,-241912.0,-1576169.0,min,-238476.00000000748,-238476.00000000748,109.79269518237561,24.85804261919111,2.0,2.0,0.0,2.0,1.0,-238476.00000000748,-238476.00000000748,81.29761157557368,16.312262994237244,15.865205083973706,0.4470579102635383,2.0,2.0,0.0,2.0,1.0
autocorr_bern60-08,-6792.0,-10451.04674,min,-6728.000000007494,-6728.000000007494,6.903354750014842,0.513192743062973,2.0,2.0,0.0,2.0,1.0,-6728.000000007494,-6728.000000007494,6.237920459359884,0.4547502361238003,0.4206521697342396,0.0340980663895607,2.0,2.0,0.0,2.0,1.0
autocorr_bern60-15,-45232.0,-111539.3141,min,-44448.00000000749,-44448.000000007494,9.233110995963216,2.5118861943483357,2.0,2.0,0.0,2.0,1.0,-44448.00000000749,-44448.000000007494,8.893943605013192,2.3626376297324896,2.277782879769802,0.0848547499626874,2.0,2.0,0.0,2.0,1.0
autocorr_bern60-30,-261368.0,-1066563.127,min,-259328.00000000748,-259328.00000000748,44.53403226006776,8.165006931871176,2.0,2.0,0.0,2.0,1.0,-259328.00000000748,-259328.00000000748,42.64129167981446,7.56465776450932,7.272596216760576,0.2920615477487445,2.0,2.0,0.0,2.0,1.0
autocorr_bern60-45,-479032.0,-3134463.0,min,-478640.0000000075,-478640.0009455506,86.00534799601883,31.656786937266588,2.0,2.0,0.0,2.0,0.0,-478640.0000000075,-478640.0009455506,84.74428155273199,17.744832350872457,17.279584983363748,0.4652473675087094,2.0,2.0,0.0,2.0,0.0
autocorr_bern60-60,-350640.0,-2627102.0,min,-350768.0000000075,-350768.0000000075,157.69945742189884,43.211752666160464,2.0,2.0,0.0,2.0,1.0,-350768.0000000075,-350768.0000000075,114.1414595656097,23.613132297061384,23.05737692676485,0.5557553702965379,2.0,2.0,0.0,2.0,1.0
batch0812_nc,2687026.784,2687026.682,min,2707562.1669900334,2692789.8503213134,6.370771378278732,0.6205921042710543,3.0,7.0,2.0,3.0,2.0,2707562.1669900334,2692789.6912496556,6.137644110247493,0.7689247597008944,0.5076939389109612,0.2612308207899332,3.0,7.0,2.0,3.0,2.0
batch_nc,285506.5082,285506.5055,min,285506.5078974896,282907.1143571367,0.04512680973857641,0.0984340254217386,2.0,2.0,0.0,2.0,1.0,285506.5078974896,282907.1143571367,0.045402878895401955,0.0644325464963913,0.0476427301764488,0.0167898163199424,2.0,2.0,0.0,2.0,1.0
beuster,116329.6706,105174.3544,min,inf,inf,,,,,,,,inf,inf,,,,,,,,,
casctanks,9.163479388,9.163320096,min,9.163479254022509,9.162795032863182,1.6435517827048898,9.410802361555398,3.0,4.0,0.0,3.0,2.0,9.163479254022509,9.162553091745933,0.9679973535239697,8.204104303382337,0.7960956757888198,7.408008627593517,3.0,4.0,0.0,3.0,2.0
case_1scv2,7888.565553,68936.95381,max,inf,inf,,,,,,,,inf,inf,,,,,,,,,
cecil_13,-115656.4997,-115656.4999,min,-94766.4240259945,-94766.42402599452,26.90326703619212,25.029360773041844,3.0,6.0,0.0,3.0,2.0,-94766.4240259945,-94766.4240259945,19.98258944414556,17.97437811549753,1.5690571209415791,16.40532099455595,3.0,8.0,0.0,3.0,2.0
chp_partload,23.29810754,20.54512031,min,25.83908980539238,25.83908980539238,26.028174960054457,193.1733423070982,2.0,5.0,2.0,2.0,1.0,inf,inf,,,,,,,,,
chp_shorttermplan1a,214.8424432,214.8391477,min,inf,inf,,,,,,,,216.95649074295656,229.1982058115727,326.03909911680967,258.5178948426619,93.22585907392204,165.29203576873988,18.0,19.0,17.0,18.0,2.0
chp_shorttermplan1b,254.1369842,252.5733089,min,inf,inf,,,,,,,,inf,inf,,,,,,,,,
chp_shorttermplan2a,245800.4121,245800.185,min,inf,inf,,,,,,,,inf,inf,,,,,,,,,
chp_shorttermplan2b,-162735.1963,-162751.4698,min,inf,inf,,,,,,,,inf,inf,,,,,,,,,
chp_shorttermplan2c,,415236.6569,min,inf,inf,,,,,,,,inf,inf,,,,,,,,,
chp_shorttermplan2d,481837.5709,468312.2133,min,inf,inf,,,,,,,,inf,inf,,,,,,,,,
contvar,809149.8272,560271.2759,min,809149.8125599765,769976.8599442414,1.5010195039212704,301.7381202550605,99.0,452.0,0.0,5.0,98.0,809679.594933076,769976.8599442414,1.4889185409992933,302.4181792559102,130.3466173587367,172.07156189717352,117.0,534.0,0.0,6.0,116.0
csched1,-30639.25785,-30639.25788,min,-29279.1675994476,-29279.1675994476,0.11692850198596716,0.122593973763287,2.0,2.0,0.0,2.0,1.0,-29279.1675994476,-29279.1675994476,0.1095280796289444,0.2294225022196769,0.0490129878744483,0.1804095143452286,2.0,2.0,0.0,2.0,1.0
csched1a,-30430.17682,-30430.177,min,-30279.747114268284,-30279.747114268284,0.042609686963260174,0.0317579880356788,2.0,2.0,0.0,2.0,1.0,-30279.747114268284,-30279.747114268284,0.03906537406146526,0.0304867895320057,0.0168957253918051,0.0135910641402006,2.0,2.0,0.0,2.0,1.0
csched2,-166101.9964,-229195.8069,min,-158092.77551309433,-166247.12660587113,3.4429408609867096,303.63206892088056,97.0,432.0,0.0,2.0,96.0,-158092.77551309433,-166247.12660587113,3.398980651050806,303.3065774748102,106.6853821091354,196.6211953656748,125.0,438.0,0.0,2.0,124.0
csched2a,-165398.7013,-303731.3272,min,-160216.23933133212,-161662.98249203694,0.48014221899211407,300.5397845553234,104.0,376.0,0.0,8.0,103.0,-159335.47548022488,-160480.64715678408,0.45260534528642893,92.92157500702888,24.382653114385903,68.53892189264297,101.0,229.0,0.0,6.0,100.0
deb10,209.4278116,0.0,min,209.42774290705364,209.42774290705364,0.7443188726902008,0.7543393662199378,2.0,2.0,0.0,2.0,1.0,209.42774290705364,209.42774290705364,0.425332548096776,0.5096769658848643,0.3192899823188782,0.1903869835659861,2.0,2.0,0.0,2.0,1.0
deb6,201.7393049,0.0,min,201.7392614417501,201.7392614417501,3.418748361058533,25.03615283034742,7.0,20.0,2.0,3.0,6.0,201.7392614417501,200.82556734649302,1.844790835864842,16.880395574495196,9.65818564593792,7.222209928557277,5.0,16.0,1.0,3.0,4.0
deb7,116.5845592,0.0,min,118.80932417703326,118.80932417703326,5.10154062975198,317.53271426446736,14.0,52.0,48.0,4.0,12.0,118.80932417703326,118.80932417703326,4.826902248896658,301.18839392159134,286.4973514555022,14.69104246608913,9.0,36.0,25.0,3.0,8.0
deb8,116.5845592,0.0,min,116.58353464182836,116.58353464182835,9.358035827055573,303.67983194533736,36.0,75.0,31.0,3.0,35.0,116.58353464182836,111.72908251299263,5.004240185022354,288.51620579790324,269.58102715574205,18.93517864216119,5.0,13.0,2.0,4.0,3.0
deb9,116.5845592,0.0,min,120.49059750714038,120.49059750714038,5.25278346799314,305.7342895241454,21.0,59.0,32.0,4.0,20.0,120.49059750714038,120.49059750714038,4.529023396782577,306.5513692051172,291.3919886732474,15.159380531869829,11.0,32.0,19.0,3.0,10.0
eg_all_s,7.657752093,0.0,min,9.147066204487247,9.191517262716959,18.3048247564584,50.01383217331022,5.0,13.0,3.0,3.0,4.0,9.147066204487247,9.147065211997539,16.96657457202673,40.58127482794225,39.86442726198584,0.7168475659564137,5.0,10.0,4.0,3.0,4.0
eg_disc2_s,5.64210058,-5.225776378,min,5.642100351878204,5.589901357189715,22.6896010376513,71.55203109234571,7.0,15.0,0.0,4.0,5.0,5.642100351878204,5.589901357189715,19.547343376092613,32.63154142629355,31.97166272159666,0.6598787046968937,5.0,10.0,0.0,3.0,4.0
eg_disc_s,5.760539616,-0.2567667014,min,5.760539611019829,5.760539611019829,24.031866885721684,28.252582277171317,3.0,4.0,1.0,2.0,2.0,5.760539611019829,5.760539611019829,19.80765334982425,19.2360126208514,18.853050659410652,0.382961961440742,3.0,3.0,1.0,2.0,2.0
eg_int_s,6.453103159,0.0,min,7.887242853518402,7.887242853518402,25.333247896283865,292.437182883732,21.0,24.0,19.0,3.0,20.0,7.887242853518402,7.887242853518402,18.230930158868432,212.66039921250197,210.461732105352,2.1986671071499586,21.0,23.0,19.0,3.0,20.0
eniplac,-132117.083,-132117.0,min,inf,inf,,,,,,,,inf,inf,,,,,,,,,
ex1221,7.667180069,7.667180069,min,7.667180068813135,7.667180061604739,0.13563635759055614,0.0233087120577693,2.0,2.0,0.0,2.0,0.0,7.667180068813135,7.667180061604739,0.24811408575624228,0.0219459934160113,0.0095116952434182,0.0124342981725931,2.0,2.0,0.0,2.0,0.0
ex1222,1.076543083,1.076543083,min,1.076543046303249,1.076543046303249,0.011804232373833656,0.0208585988730192,2.0,2.0,0.0,2.0,1.0,1.076543046303249,1.076543046303249,0.010887294076383114,0.0228531565517187,0.0095926551148295,0.0132605014368891,2.0,3.0,0.0,2.0,1.0
ex1224,-0.9434705,-0.9434705,min,-0.9049614980951736,-0.9049614980951736,0.01523185707628727,0.0452745174989104,3.0,4.0,0.0,2.0,2.0,-0.9049614980951736,-0.9049614980951736,0.014923002570867538,0.0407154681161046,0.0202031023800373,0.0205123657360672,3.0,3.0,0.0,2.0,2.0
ex1225,31.0,31.0,min,31.0,31.0,0.014593037776648998,0.0235356353223323,2.0,3.0,0.0,2.0,1.0,31.0,31.0,0.015137683600187302,0.0250381622463464,0.0096838334575295,0.0153543287888169,2.0,3.0,0.0,2.0,1.0
